nombre_de_la_campaaa,nombre_del_conjunto_de_anuncios,nombre_del_anuncio,fecha,tipo_de_resultado,resultados,frecuencia,costo_por_resultado,importe_gastado_mxn,impresiones,cpm_costo_por_mil_impresiones,clics_en_el_enlace,cpc_costo_por_clic_en_el_enlace,ctr_porcentaje_de_clics_en_el_enlace,objetivo,mes,importe_gastado_mxn_con_iva,dia_semana,cuartil,CVR,quadrant,categoria_campana,outlier_flag
Lead Gen - Reels,Reels - GDL,"Feb - ""Una Oficina a la medida""",14/05/2024,Clientes potenciales de Meta,1,1.11386139,264.62,264.62,3375,78.40592593,11,24.05636364,0.32592593,Clientes potenciales,5,306.9592,Tuesday,Q3,0.02962963,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,6 de Mayo,14/05/2024,Clics en el enlace,20,2.35818386,0.69,13.76,4207,3.27073924,20,0.688,0.47539815,Clientes potenciales,5,15.9616,Tuesday,Q1,0.475398146,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Descargables - 2025,Descubre el poder del liderazgo consciente,14/05/2024,Sin resultado,0,1.41929134,0,115.57,721,160.2912621,0,0,0,Clientes potenciales,5,134.0612,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,29 de Abril,14/05/2024,Clics en el enlace,82,1.81334217,0.71,57.81,8209,7.04227068,82,0.705,0.99890364,Clientes potenciales,5,67.0596,Tuesday,Q2,0.998903642,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,23 de Abril,14/05/2024,Clics en el enlace,2,1.05494505,0.55,1.09,96,11.35416667,2,0.545,2.08333333,Clientes potenciales,5,1.2644,Tuesday,Q1,2.083333333,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,22 de Abril,14/05/2024,Clics en el enlace,29,2.21887334,0.6,17.3,6184,2.79754204,29,0.59655172,0.46895213,Clientes potenciales,5,20.068,Tuesday,Q1,0.468952135,Éxito Total,Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #3,14/05/2024,Clientes potenciales de Meta,1,1.34785568,305.12,305.12,1980,154.1010101,5,61.024,0.25252525,Clientes potenciales,5,353.9392,Tuesday,Q3,0.050505051,Éxito Total,Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #1,14/05/2024,Sin resultado,0,1.15,0,37.78,138,273.7681159,0,0,0,Clientes potenciales,5,43.8248,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Feb - ""Una Oficina a la medida""",14/05/2024,Clientes potenciales de Meta,4,1.07133469,532.19,2128.77,32605,65.2896795,100,21.2877,0.30670143,Clientes potenciales,5,2469.3732,Tuesday,Q4,0.012268057,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Feb - ""Una Oficina a la medida""",14/05/2024,Clientes potenciales de Meta,2,1.10649503,62.82,125.63,1891,66.43574828,5,25.126,0.26441036,Clientes potenciales,5,145.7308,Tuesday,Q2,0.105764146,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Cosas que no necesitas comprar...""",14/05/2024,Clientes potenciales de Meta,2,1.09148515,204.75,409.49,2756,148.5812772,11,37.22636364,0.39912917,Clientes potenciales,5,475.0084,Tuesday,Q4,0.07256894,Éxito Total,Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #2,14/05/2024,Sin resultado,0,1.15542522,0,108.9,788,138.1979695,2,54.45,0.25380711,Clientes potenciales,5,126.324,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Feb - ""Una Oficina a la medida""",14/05/2024,Clientes potenciales de Meta,2,1.10844652,190.07,380.13,5223,72.78001149,12,31.6775,0.22975302,Clientes potenciales,5,440.9508,Tuesday,Q4,0.038292169,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,Coworking,14/05/2024,Clientes potenciales de Meta,1,1.29130633,335.17,335.17,2837,118.142404,4,83.7925,0.14099401,Clientes potenciales,5,388.7972,Tuesday,Q4,0.035248502,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Dic - ""go,go,go""",14/05/2024,Clientes potenciales de Meta,6,1.04711087,480.66,2883.93,41897,68.83380672,107,26.95261682,0.25538821,Clientes potenciales,5,3345.3588,Tuesday,Q4,0.014320834,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Coworking,14/05/2024,Clientes potenciales de Meta,5,1.31035705,470.05,2350.24,14790,158.9073698,46,51.09217391,0.31102096,Clientes potenciales,5,2726.2784,Tuesday,Q4,0.033806626,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - MTY,Oficina Equipada,14/05/2024,Sin resultado,0,1.2994012,0,69.51,434,160.1612903,1,69.51,0.23041475,Clientes potenciales,5,80.6316,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - MTY,Coworking,14/05/2024,Clientes potenciales de Meta,1,1.4886836,407.08,407.08,3223,126.3046851,5,81.416,0.15513497,Clientes potenciales,5,472.2128,Tuesday,Q4,0.031026993,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,Oficina Equipada,14/05/2024,Clientes potenciales de Meta,1,1.31719128,87.48,87.48,544,160.8088235,2,43.74,0.36764706,Clientes potenciales,5,101.4768,Tuesday,Q2,0.183823529,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Oficina Equipada,14/05/2024,Sin resultado,0,1.29565217,0,28.61,149,192.0134228,1,28.61,0.67114094,Clientes potenciales,5,33.1876,Tuesday,Q1,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Coworking,14/05/2024,Clientes potenciales de Meta,2,1.4953271,212.76,425.52,3360,126.6428571,10,42.552,0.29761905,Clientes potenciales,5,493.6032,Tuesday,Q4,0.05952381,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Oficina Equipada,14/05/2024,Sin resultado,0,1.26948052,0,33.01,391,84.42455243,0,0,0,Clientes potenciales,5,38.2916,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Coworking,14/05/2024,Clientes potenciales de Meta,1,1.44350187,400.89,400.89,4254,94.23836389,12,33.4075,0.28208745,Clientes potenciales,5,465.0324,Tuesday,Q4,0.023507287,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Dic - "" Tick tick boom""",14/05/2024,Clientes potenciales de Meta,1,1.0968503,1847.89,1847.89,18596,99.37029469,25,73.9156,0.13443751,Clientes potenciales,5,2143.5524,Tuesday,Q4,0.005377501,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Dic - "" Tick tick boom""",15/05/2024,Sin resultado,0,1.12531969,0,135.84,2200,61.74545455,4,33.96,0.18181818,Clientes potenciales,5,157.5744,Wednesday,Q3,0,Campaña fallida,Conversiones,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #2 - 2024,15/05/2024,Alcance,18362,1,5.9,108.29,18362,5.89750572,15,7.21933333,0.08169045,Reconocimiento,5,125.6164,Wednesday,Q2,0.081690448,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Intereses,Cold #1 - 2024,15/05/2024,Alcance,91711,1.03736738,5,458.9,95138,4.82351952,38,12.07631579,0.03994198,Reconocimiento,5,532.324,Wednesday,Q4,0.039941979,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - MTY,"Dic - ""go,go,go""",15/05/2024,Clientes potenciales de Meta,1,1.06260591,629.21,629.21,11287,55.74643395,26,24.20038462,0.2303535,Clientes potenciales,5,729.8836,Wednesday,Q4,0.00885975,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Dic - ""go,go,go""",15/05/2024,Sin resultado,0,1.0832153,0,278.55,6118,45.52958483,15,18.57,0.24517816,Clientes potenciales,5,323.118,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Dic - "" Tick tick boom""",15/05/2024,Sin resultado,0,1.11111111,0,17.43,120,145.25,0,0,0,Clientes potenciales,5,20.2188,Wednesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Dic - ""go,go,go""",15/05/2024,Clientes potenciales de Meta,1,1.07886905,66.48,66.48,725,91.69655172,3,22.16,0.4137931,Clientes potenciales,5,77.1168,Wednesday,Q2,0.137931035,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Dic - ""go,go,go""",15/05/2024,Sin resultado,0,1.14462081,0,65.35,649,100.6933744,0,0,0,Clientes potenciales,5,75.806,Wednesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Dic - "" Tick tick boom""",15/05/2024,Sin resultado,0,1.14192308,0,223.1,2969,75.14314584,12,18.59166667,0.40417649,Clientes potenciales,5,258.796,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Dic - "" Tick tick boom""",15/05/2024,Sin resultado,0,1.09649123,0,22.21,125,177.68,0,0,0,Clientes potenciales,5,25.7636,Wednesday,Q1,0,Campaña fallida,Conversiones,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #2 - 2024,15/05/2024,Alcance,44994,1,5.09,228.91,44994,5.08756723,17,13.46529412,0.03778282,Reconocimiento,5,265.5356,Wednesday,Q3,0.037782815,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #1 - 2024,15/05/2024,Alcance,14504,1.02406233,5.97,86.54,14853,5.82643237,8,10.8175,0.05386117,Reconocimiento,5,100.3864,Wednesday,Q2,0.053861173,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Coworking,15/05/2024,Clientes potenciales de Meta,2,1.25890909,720.64,1441.27,8655,166.5245523,33,43.67484848,0.3812825,Clientes potenciales,5,1671.8732,Wednesday,Q4,0.02310803,Éxito Total,Conversiones,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #1 - 2024,15/05/2024,Alcance,62489,1.04708029,5.38,335.94,65431,5.13426358,42,7.99857143,0.06418976,Reconocimiento,5,389.6904,Wednesday,Q4,0.064189757,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #1 - 2024,15/05/2024,Alcance,57239,1.03389298,4.96,283.9,59179,4.79730986,13,21.83846154,0.02196725,Reconocimiento,5,329.324,Wednesday,Q3,0.021967252,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #2 - 2024,15/05/2024,Alcance,58442,1,4.85,283.59,58442,4.85250334,32,8.8621875,0.05475514,Reconocimiento,5,328.9644,Wednesday,Q3,0.054755142,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Visitantes,Hot #2 - 2024,15/05/2024,Alcance,13788,1.04046997,4.94,68.17,14346,4.7518472,4,17.0425,0.02788234,Reconocimiento,5,79.0772,Wednesday,Q2,0.027882337,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Visitantes,Hot #1 - 2024,15/05/2024,Alcance,26684,1.01742617,4.78,127.44,27149,4.69409555,5,25.488,0.01841688,Reconocimiento,5,147.8304,Wednesday,Q2,0.018416885,"Poca visibilidad, buen cierre",Awareness,FALSE
Reconocimiento ThruPlay,PÃºblico con intereses - Horizontal,Video #1 - 2024,15/05/2024,ThruPlay,14466,1.23278994,0.09,1229.98,26468,46.47045489,455,2.70325275,1.71905697,Reconocimiento,5,1426.7768,Wednesday,Q4,1.719056974,Éxito Total,Awareness,FALSE
Awareness - COLD,COLD - Abierta,Cold #1 - 2024,15/05/2024,Alcance,69186,1.01939699,4.86,336.2,70528,4.76690109,34,9.88823529,0.0482078,Reconocimiento,5,389.992,Wednesday,Q4,0.048207804,"Poca visibilidad, buen cierre",Awareness,FALSE
Centros (Cash Burn + Baja OcupaciÃ³n),Centros MTY,Torre Akira - 2024,15/05/2024,Sin resultado,0,1.25860465,0,226.13,1353,167.1322986,5,45.226,0.36954915,Clientes potenciales,5,262.3108,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Centros (Cash Burn + Baja OcupaciÃ³n),Centros CDMX,Plaza Ãurea - 2024,15/05/2024,Sin resultado,0,1.08708273,0,366.09,2247,162.9238985,7,52.29857143,0.31152648,Clientes potenciales,5,424.6644,Wednesday,Q4,0,Interés sin conversión,Conversiones,FALSE
Centros (Cash Burn + Baja OcupaciÃ³n),Centros CDMX,Plaza Korso - 2024,15/05/2024,Sin resultado,0,1.08487085,0,158.96,294,540.6802721,2,79.48,0.68027211,Clientes potenciales,5,184.3936,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Centros (Cash Burn + Baja OcupaciÃ³n),Centros CDMX,Plaza Nexus - 2024,15/05/2024,Sin resultado,0,1.15630252,0,132.7,688,192.877907,2,66.35,0.29069767,Clientes potenciales,5,153.932,Wednesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Awareness - COLD,COLD - Intereses,Cold #2 - 2024,15/05/2024,Alcance,61388,1.05000977,5.15,316.26,64458,4.90645071,49,6.45428571,0.07601849,Reconocimiento,5,366.8616,Wednesday,Q4,0.076018493,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Abierta,Cold #2 - 2024,15/05/2024,Alcance,91099,1.00974764,4.88,444.25,91987,4.82948678,43,10.33139535,0.04674574,Reconocimiento,5,515.33,Wednesday,Q4,0.046745736,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Oficina Equipada,15/05/2024,Sin resultado,0,1.17905851,0,439.95,2680,164.1604478,4,109.9875,0.14925373,Clientes potenciales,5,510.342,Wednesday,Q4,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Coworking,15/05/2024,Sin resultado,0,1.30805687,0,179.06,1656,108.1280193,8,22.3825,0.48309179,Clientes potenciales,5,207.7096,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - MTY,Oficina Equipada,15/05/2024,Sin resultado,0,1.29411765,0,28.66,154,186.1038961,1,28.66,0.64935065,Clientes potenciales,5,33.2456,Wednesday,Q1,0,Interés sin conversión,Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #1,15/05/2024,Clientes potenciales de Meta,1,1.15686275,43.73,43.73,118,370.5932203,1,43.73,0.84745763,Clientes potenciales,5,50.7268,Wednesday,Q2,0.847457627,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,HOT SALE 2024,15/05/2024,Clientes potenciales de Meta,5,1.28660194,310.99,1554.97,6626,234.6770299,23,67.6073913,0.34711742,Clientes potenciales,5,1803.7652,Wednesday,Q4,0.075460308,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,HOT SALE 2024,15/05/2024,Clientes potenciales de Meta,2,1.43843844,146.62,293.24,1916,153.0480167,7,41.89142857,0.36534447,Clientes potenciales,5,340.1584,Wednesday,Q3,0.104384134,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,HOT SALE 2024,15/05/2024,Clientes potenciales de Meta,1,1.44107884,355.94,355.94,3473,102.4877627,6,59.32333333,0.1727613,Clientes potenciales,5,412.8904,Wednesday,Q4,0.02879355,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,HOT SALE 2024,15/05/2024,Sin resultado,0,1.41962422,0,221.8,1360,163.0882353,5,44.36,0.36764706,Clientes potenciales,5,257.288,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,6 de Mayo,15/05/2024,Clics en el enlace,23,2.4505618,0.71,16.26,6543,2.48509858,23,0.70695652,0.35152071,Clientes potenciales,5,18.8616,Wednesday,Q1,0.351520709,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Descargables - 2025,Descubre el poder del liderazgo consciente,15/05/2024,Sin resultado,0,1.57938144,0,105.53,766,137.767624,2,52.765,0.26109661,Clientes potenciales,5,122.4148,Wednesday,Q2,0,Interés sin conversión,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,29 de Abril,15/05/2024,Clics en el enlace,85,1.86461538,0.78,66.42,9696,6.85024752,85,0.78141176,0.87665017,Clientes potenciales,5,77.0472,Wednesday,Q2,0.876650165,Éxito Total,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,23 de Abril,15/05/2024,Sin resultado,0,1,0,0.05,3,16.66666667,0,0,0,Clientes potenciales,5,0.058,Wednesday,Q1,0,Campaña fallida,Conversiones,TRUE
CONTENIDO - 2025,Boost ArtÃ­culos,22 de Abril,15/05/2024,Clics en el enlace,19,2.52274729,1.18,22.4,8595,2.60616638,19,1.17894737,0.22105876,Clientes potenciales,5,25.984,Wednesday,Q1,0.221058755,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #3,15/05/2024,Clientes potenciales de Meta,1,1.17621777,316.79,316.79,1642,192.9293545,7,45.25571429,0.42630938,Clientes potenciales,5,367.4764,Wednesday,Q4,0.06090134,Éxito Total,Conversiones,FALSE
Lead Ads - Corporativo Punto Ceros - GDL,Corporativo Punto Cero - GDL - Lookalike + RMKT,Carrusel #2,15/05/2024,Sin resultado,0,1.08723748,0,100.16,673,148.8261516,4,25.04,0.59435364,Clientes potenciales,5,116.1856,Wednesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - MTY,HOT SALE 2024,15/05/2024,Clientes potenciales de Meta,1,1.33598266,282.69,282.69,1849,152.8880476,6,47.115,0.32449973,Clientes potenciales,5,327.9204,Wednesday,Q3,0.054083288,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Feb - ""Una Oficina a la medida""",15/05/2024,Clientes potenciales de Meta,1,1.03641707,2693.13,2693.13,35973,74.86531565,98,27.48091837,0.27242654,Clientes potenciales,5,3124.0308,Wednesday,Q4,0.002779863,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Oficina Equipada,15/05/2024,Sin resultado,0,1.17482517,0,26.82,168,159.6428571,0,0,0,Clientes potenciales,5,31.1112,Wednesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Feb - ""Una Oficina a la medida""",15/05/2024,Clientes potenciales de Meta,1,1.06382979,196.52,196.52,2650,74.15849057,11,17.86545455,0.41509434,Clientes potenciales,5,227.9632,Wednesday,Q3,0.037735849,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,Oficina Equipada,15/05/2024,Sin resultado,0,1.32432432,0,41.08,147,279.4557823,0,0,0,Clientes potenciales,5,47.6528,Wednesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Oficina Equipada,15/05/2024,Sin resultado,0,1.18181818,0,29.32,78,375.8974359,0,0,0,Clientes potenciales,5,34.0112,Wednesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Coworking,15/05/2024,Clientes potenciales de Meta,1,1.25189553,173.89,173.89,1486,117.0188425,6,28.98166667,0.40376851,Clientes potenciales,5,201.7124,Wednesday,Q3,0.067294751,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,Coworking,15/05/2024,Clientes potenciales de Meta,1,1.27073838,218.16,218.16,1394,156.4992826,2,109.08,0.14347202,Clientes potenciales,5,253.0656,Wednesday,Q3,0.071736011,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - MTY,Coworking,15/05/2024,Clientes potenciales de Meta,1,1.3573487,191.42,191.42,1413,135.4706299,5,38.284,0.35385704,Clientes potenciales,5,222.0472,Wednesday,Q3,0.070771408,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Cosas que no necesitas comprar...""",15/05/2024,Clientes potenciales de Meta,2,1.0878063,255.82,511.63,3729,137.2030035,15,34.10866667,0.40225261,Clientes potenciales,5,593.4908,Wednesday,Q4,0.053633682,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Dic - ""go,go,go""",15/05/2024,Clientes potenciales de Meta,13,1.06489366,335.11,4356.42,48770,89.32581505,140,31.11728571,0.28706172,Clientes potenciales,5,5053.4472,Wednesday,Q4,0.026655731,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Feb - ""Una Oficina a la medida""",15/05/2024,Sin resultado,0,1.10581892,0,385.88,4922,78.39902479,11,35.08,0.22348639,Clientes potenciales,5,447.6208,Wednesday,Q4,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Feb - ""Una Oficina a la medida""",15/05/2024,Clientes potenciales de Meta,2,1.09596482,167.5,335,4237,79.06537645,18,18.61111111,0.42482889,Clientes potenciales,5,388.6,Wednesday,Q4,0.04720321,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,"Dic - "" Tick tick boom""",15/05/2024,Clientes potenciales de Meta,2,1.06191289,328.17,656.33,4974,131.9521512,19,34.54368421,0.38198633,Clientes potenciales,5,761.3428,Wednesday,Q4,0.040209087,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Dic - "" Tick tick boom""",16/05/2024,Sin resultado,0,1.15391791,0,150.51,2474,60.8367017,5,30.102,0.20210186,Clientes potenciales,5,174.5916,Thursday,Q3,0,Campaña fallida,Conversiones,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #2 - 2024,16/05/2024,Alcance,16768,1.07675334,6.39,107.09,18055,5.93132096,6,17.84833333,0.03323179,Reconocimiento,5,124.2244,Thursday,Q2,0.033231792,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Intereses,Cold #1 - 2024,16/05/2024,Alcance,124165,1.03269843,5.23,648.84,128225,5.06016767,42,15.44857143,0.03275492,Reconocimiento,5,752.6544,Thursday,Q4,0.032754923,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - MTY,"Dic - ""go,go,go""",16/05/2024,Clientes potenciales de Meta,2,1.10191145,311.91,623.82,11299,55.21019559,32,19.494375,0.2832109,Clientes potenciales,5,723.6312,Thursday,Q4,0.017700681,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Dic - ""go,go,go""",16/05/2024,Clientes potenciales de Meta,1,1.0942682,267.75,267.75,6071,44.10311316,13,20.59615385,0.21413276,Clientes potenciales,5,310.59,Thursday,Q3,0.016471751,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Oficina Equipada,16/05/2024,Sin resultado,0,1.16964286,0,104.09,524,198.6450382,2,52.045,0.38167939,Clientes potenciales,5,120.7444,Thursday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Dic - ""go,go,go""",16/05/2024,Sin resultado,0,1.08969466,0,56.12,571,98.28371278,1,56.12,0.17513135,Clientes potenciales,5,65.0992,Thursday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Dic - ""go,go,go""",16/05/2024,Sin resultado,0,1.09664694,0,65.53,556,117.8597122,1,65.53,0.17985612,Clientes potenciales,5,76.0148,Thursday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Dic - "" Tick tick boom""",16/05/2024,Sin resultado,0,1.03157895,0,12.34,98,125.9183674,0,0,0,Clientes potenciales,5,14.3144,Thursday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Dic - "" Tick tick boom""",16/05/2024,Sin resultado,0,1.13992905,0,206.57,2892,71.42807746,10,20.657,0.34578147,Clientes potenciales,5,239.6212,Thursday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Dic - "" Tick tick boom""",16/05/2024,Sin resultado,0,1.06410256,0,23.62,166,142.2891566,1,23.62,0.60240964,Clientes potenciales,5,27.3992,Thursday,Q1,0,Interés sin conversión,Conversiones,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #2 - 2024,16/05/2024,Alcance,35289,1,5.21,183.81,35289,5.20870526,13,14.13923077,0.03683867,Reconocimiento,5,213.2196,Thursday,Q3,0.036838675,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #1 - 2024,16/05/2024,Alcance,15232,1,5.79,88.24,15232,5.79306723,8,11.03,0.05252101,Reconocimiento,5,102.3584,Thursday,Q2,0.052521008,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Abierta,Cold #1 - 2024,16/05/2024,Alcance,52194,1.02065371,5.11,266.82,53272,5.00863493,25,10.6728,0.04692897,Reconocimiento,5,309.5112,Thursday,Q3,0.046928968,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #1 - 2024,16/05/2024,Alcance,73578,1,5.2,382.69,73578,5.20114708,33,11.59666667,0.04485036,Reconocimiento,5,443.9204,Thursday,Q4,0.044850363,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #1 - 2024,16/05/2024,Alcance,80757,1,5.09,411.28,80757,5.09280929,28,14.68857143,0.03467192,Reconocimiento,5,477.0848,Thursday,Q4,0.034671917,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #2 - 2024,16/05/2024,Alcance,30337,1.01272374,5.12,155.32,30723,5.05549588,12,12.94333333,0.03905869,Reconocimiento,5,180.1712,Thursday,Q3,0.039058686,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Visitantes,Hot #2 - 2024,16/05/2024,Alcance,12659,1.02014377,5.1,64.59,12914,5.00154871,2,32.295,0.01548707,Reconocimiento,5,74.9244,Thursday,Q2,0.015487068,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Visitantes,Hot #1 - 2024,16/05/2024,Alcance,25988,1.01735416,5.03,130.61,26439,4.94005068,10,13.061,0.03782291,Reconocimiento,5,151.5076,Thursday,Q2,0.037822913,"Poca visibilidad, buen cierre",Awareness,FALSE
Reconocimiento ThruPlay,PÃºblico con intereses - Horizontal,Video #1 - 2024,16/05/2024,ThruPlay,13788,1.12715417,0.09,1252.94,21780,57.52708907,369,3.39550136,1.69421488,Reconocimiento,5,1453.4104,Thursday,Q4,1.694214876,Éxito Total,Awareness,FALSE
