nombre_de_la_campaaa,nombre_del_conjunto_de_anuncios,nombre_del_anuncio,fecha,tipo_de_resultado,resultados,frecuencia,costo_por_resultado,importe_gastado_mxn,impresiones,cpm_costo_por_mil_impresiones,clics_en_el_enlace,cpc_costo_por_clic_en_el_enlace,ctr_porcentaje_de_clics_en_el_enlace,objetivo,mes,importe_gastado_mxn_con_iva,dia_semana,cuartil,CVR,quadrant,categoria_campana,outlier_flag
Lead Gen - Reels,Reels - TIJ,Buen Fin 2024 - El lounge - Video #2,25/11/2024,Sin resultado,0,1,0,0.05,1,50,0,0,0,Clientes potenciales,11,0.058,Monday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - MTY,Buen Fin 2024 - Adaptalo a ti Office - Video,25/11/2024,Sin resultado,0,1,0,0.04,1,40,0,0,0,Clientes potenciales,11,0.0464,Monday,Q1,0,Campaña fallida,Conversiones,TRUE
Reconocimiento ThruPlay - 2024,PÃºblico con intereses - Horizontal 2024,Video Cold - 2024,26/11/2024,ThruPlay,6267,1.32887806,0.12,759.85,33804,22.4781091,122,6.22827869,0.36090404,Reconocimiento,11,881.426,Tuesday,Q4,0.360904035,Éxito Total,Awareness,FALSE
Lead Gen - Imagen,Lead Ads - PUE,Adaptalo a ti - Ago 2024,26/11/2024,Sin resultado,0,1.54878049,0,78.63,381,206.3779528,3,26.21,0.78740157,Clientes potenciales,11,91.2108,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Oficinas All-Inclusive - Ago 2024,26/11/2024,Sin resultado,0,1.1875,0,35.45,152,233.2236842,0,0,0,Clientes potenciales,11,41.122,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Adaptalo a ti - Ago 2024,26/11/2024,Sin resultado,0,1.2627451,0,92.71,322,287.9192547,1,92.71,0.31055901,Clientes potenciales,11,107.5436,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Cowork - Ago 2024,26/11/2024,Sin resultado,0,1.14942529,0,35.07,200,175.35,0,0,0,Clientes potenciales,11,40.6812,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Adaptalo a ti - Ago 2024,26/11/2024,Sin resultado,0,1.53071253,0,76.32,623,122.5040128,1,76.32,0.16051364,Clientes potenciales,11,88.5312,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Cowork - Ago 2024,26/11/2024,Sin resultado,0,1.38904899,0,151.69,964,157.3547718,3,50.56333333,0.31120332,Clientes potenciales,11,175.9604,Tuesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - PUE,Ago - Recorrido,26/11/2024,Clientes potenciales de Meta,4,1.18884797,131.84,527.34,4520,116.6681416,13,40.56461538,0.28761062,Clientes potenciales,11,611.7144,Tuesday,Q4,0.088495575,Éxito Total,Conversiones,FALSE
Awareness - Inxignia & Corporativo Punto Cero,GDL - Corporativo Punto Cero,Video - Apertura #1,26/11/2024,Alcance,19592,1.02955288,7.53,147.57,20171,7.31594864,11,13.41545455,0.05453374,Reconocimiento,11,171.1812,Tuesday,Q3,0.054533737,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - PUE,Sept - Consultorio Tere,26/11/2024,Sin resultado,0,1.08487085,0,27.36,294,93.06122449,3,9.12,1.02040816,Clientes potenciales,11,31.7376,Tuesday,Q1,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - PUE,Cowork - Ago 2024,26/11/2024,Clientes potenciales de Meta,1,1.37412858,267.62,267.62,1774,150.8568207,8,33.4525,0.45095829,Clientes potenciales,11,310.4392,Tuesday,Q3,0.056369786,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Cowork - Ago 2024,26/11/2024,Clientes potenciales de Meta,1,1.35255354,317.71,317.71,821,386.9792935,3,105.9033333,0.36540804,Clientes potenciales,11,368.5436,Tuesday,Q4,0.12180268,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Sept - Emprendedor,26/11/2024,Clientes potenciales de Meta,6,1.13752813,486.11,2916.68,26286,110.9594461,110,26.51527273,0.41847371,Clientes potenciales,11,3383.3488,Tuesday,Q4,0.022825839,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Sept - Beneficios,26/11/2024,Clientes potenciales de Meta,1,1.10932106,160.13,160.13,964,166.1099585,3,53.37666667,0.31120332,Clientes potenciales,11,185.7508,Tuesday,Q3,0.10373444,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,Sept - Emprendedor,26/11/2024,Clientes potenciales de Meta,1,1.10692641,290.81,290.81,2557,113.7309347,3,96.93666667,0.11732499,Clientes potenciales,11,337.3396,Tuesday,Q3,0.03910833,"Poca visibilidad, buen cierre",Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Sept - ""No somos solo un centro""",26/11/2024,Sin resultado,0,1.19316969,0,160.65,1118,143.6940966,3,53.55,0.26833631,Clientes potenciales,11,186.354,Tuesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,Sept - Beneficios,26/11/2024,Sin resultado,0,1.16666667,0,20.26,196,103.3673469,0,0,0,Clientes potenciales,11,23.5016,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Sept - ""No somos solo un centro""",26/11/2024,Sin resultado,0,1.21428571,0,21.74,153,142.0915033,0,0,0,Clientes potenciales,11,25.2184,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Cosas que no necesitas comprar...""",26/11/2024,Sin resultado,0,1.06041667,0,391.8,2036,192.4361493,6,65.3,0.29469548,Clientes potenciales,11,454.488,Tuesday,Q4,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,"Feb - ""Una Oficina a la medida""",26/11/2024,Sin resultado,0,1.11400359,0,97.72,1241,78.74294923,1,97.72,0.08058018,Clientes potenciales,11,113.3552,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
Awareness - HOT,HOT - Visitantes,Hot #2 - 2024,26/11/2024,Alcance,13493,1,5.65,76.23,13493,5.64959609,0,0,0,Reconocimiento,11,88.4268,Tuesday,Q2,0,Campaña fallida,Awareness,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Una Oficina a la medida""",26/11/2024,Sin resultado,0,1.03870968,0,74.15,644,115.1397516,4,18.5375,0.62111801,Clientes potenciales,11,86.014,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #1 - 2024,26/11/2024,Alcance,27783,1.05147032,6.07,168.54,29213,5.76934926,12,14.045,0.0410776,Reconocimiento,11,195.5064,Tuesday,Q3,0.041077602,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Abierta,Cold #2 - 2024,26/11/2024,Alcance,17071,1.00474489,5.73,97.86,17152,5.70545709,5,19.572,0.02915112,Reconocimiento,11,113.5176,Tuesday,Q2,0.029151119,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Abierta,Cold #1 - 2024,26/11/2024,Alcance,72503,1,5.7,413.18,72503,5.69879867,16,25.82375,0.02206805,Reconocimiento,11,479.2888,Tuesday,Q4,0.022068052,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Visitantes,Hot #1 - 2024,26/11/2024,Alcance,38282,1,5.59,213.83,38282,5.58565383,11,19.43909091,0.02873413,Reconocimiento,11,248.0428,Tuesday,Q3,0.028734131,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - QRO,Sept - Consultorio Tere,26/11/2024,Sin resultado,0,1.06340058,0,48.09,369,130.3252033,5,9.618,1.35501355,Clientes potenciales,11,55.7844,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #2 - 2024,26/11/2024,Alcance,62341,1,5.77,359.5,62341,5.76667041,17,21.14705882,0.02726937,Reconocimiento,11,417.02,Tuesday,Q4,0.027269373,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Intereses Oficinas,Warm #1 - 2024,26/11/2024,Alcance,19449,1,5.75,111.79,19449,5.74785336,12,9.31583333,0.06169983,Reconocimiento,11,129.6764,Tuesday,Q2,0.06169983,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #1 - 2024,26/11/2024,Alcance,49573,1,5.9,292.34,49573,5.89716176,18,16.24111111,0.03631009,Reconocimiento,11,339.1144,Tuesday,Q3,0.036310088,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - WARM,WARM - Audiencias Similares,Warm #2 - 2024,26/11/2024,Alcance,30500,1,6.07,185.15,30500,6.0704918,11,16.83181818,0.03606557,Reconocimiento,11,214.774,Tuesday,Q3,0.036065574,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #2 - 2024,26/11/2024,Alcance,20380,1.03900883,6.03,122.87,21175,5.8025974,4,30.7175,0.0188902,Reconocimiento,11,142.5292,Tuesday,Q2,0.018890201,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - GDL,"Feb - ""Cosas que no necesitas comprar...""",26/11/2024,Clientes potenciales de Meta,2,1.14412811,127.59,255.18,1286,198.429238,6,42.53,0.46656299,Clientes potenciales,11,296.0088,Tuesday,Q3,0.155520995,Éxito Total,Conversiones,FALSE
Awareness - COLD,COLD - Intereses,Cold #1 - 2024,26/11/2024,Alcance,73485,1,5.69,418.29,73485,5.69218208,15,27.886,0.02041233,Reconocimiento,11,485.2164,Tuesday,Q4,0.020412329,"Poca visibilidad, buen cierre",Awareness,FALSE
Awareness - COLD,COLD - Intereses,Cold #2 - 2024,26/11/2024,Alcance,15222,1.03711733,5.94,90.43,15787,5.72813074,7,12.91857143,0.04434028,Reconocimiento,11,104.8988,Tuesday,Q2,0.04434028,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - CDMX,May - Recorrido Oficina,26/11/2024,Sin resultado,0,1.04643206,0,436.24,2141,203.7552546,6,72.70666667,0.28024288,Clientes potenciales,11,506.0384,Tuesday,Q4,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,May - Consultorio,26/11/2024,Clientes potenciales de Meta,3,1.08499748,1581.45,4744.34,25862,183.4483025,129,36.77782946,0.49880133,Clientes potenciales,11,5503.4344,Tuesday,Q4,0.011600031,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,May - Consultorio,26/11/2024,Clientes potenciales de Meta,3,1.12961985,193.03,579.09,4279,135.3330217,26,22.27269231,0.6076186,Clientes potenciales,11,671.7444,Tuesday,Q4,0.070109839,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,May - Consultorio,26/11/2024,Sin resultado,0,1.12844365,0,596.48,3154,189.1185796,19,31.39368421,0.60240964,Clientes potenciales,11,691.9168,Tuesday,Q4,0,Interés sin conversión,Conversiones,FALSE
Reconocimiento ThruPlay - 2024,PÃºblico con intereses - Horizontal 2024,Video Hot - 2024,26/11/2024,ThruPlay,573,1.43926975,0.13,75.29,3863,19.49003365,8,9.41125,0.20709293,Reconocimiento,11,87.3364,Tuesday,Q2,0.207092933,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - MTY,"Feb - ""Cosas que no necesitas comprar...""",26/11/2024,Sin resultado,0,1.03418803,0,250.97,1452,172.8443526,5,50.194,0.34435262,Clientes potenciales,11,291.1252,Tuesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,"Feb - ""Una Oficina a la medida""",26/11/2024,Sin resultado,0,1.12939417,0,374.84,3020,124.1192053,9,41.64888889,0.29801325,Clientes potenciales,11,434.8144,Tuesday,Q4,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,Sept - Beneficios,26/11/2024,Sin resultado,0,1.09090909,0,3.77,12,314.1666667,0,0,0,Clientes potenciales,11,4.3732,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - QRO,Sept - Beneficios,26/11/2024,Sin resultado,0,1.375,0,0.83,11,75.45454545,0,0,0,Clientes potenciales,11,0.9628,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - MTY,Buen Fin 2024 - El lounge,26/11/2024,Sin resultado,0,1.44892473,0,178.85,539,331.8181818,0,0,0,Clientes potenciales,11,207.466,Tuesday,Q3,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Sin resultado,0,1.14765101,0,25.39,171,148.4795322,0,0,0,Clientes potenciales,11,29.4524,Tuesday,Q1,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,Buen Fin 2024 #1,26/11/2024,Sin resultado,0,1,0,8.55,12,712.5,0,0,0,Clientes potenciales,11,9.918,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - MTY,Buen Fin 2024 - Adaptalo a ti Office - Video #2,26/11/2024,Sin resultado,0,1,0,14.51,24,604.5833333,0,0,0,Clientes potenciales,11,16.8316,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - MTY,Buen Fin 2024 - El lounge - Video,26/11/2024,Sin resultado,0,1,0,0.39,2,195,0,0,0,Clientes potenciales,11,0.4524,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - CDMX,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Clientes potenciales de Meta,2,1.1943734,192.44,384.88,934,412.0770878,3,128.2933333,0.32119914,Clientes potenciales,11,446.4608,Tuesday,Q4,0.214132762,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Buen Fin 2024 - El lounge,26/11/2024,Clientes potenciales de Meta,1,1.12605042,76.81,76.81,134,573.2089552,1,76.81,0.74626866,Clientes potenciales,11,89.0996,Tuesday,Q2,0.746268657,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - GDL,Buen Fin 2024 - El lounge,26/11/2024,Sin resultado,0,1.28021978,0,58.32,233,250.3004292,0,0,0,Clientes potenciales,11,67.6512,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Clientes potenciales de Meta,2,1.20114943,71.97,143.93,418,344.3301435,5,28.786,1.19617225,Clientes potenciales,11,166.9588,Tuesday,Q3,0.4784689,Éxito Total,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Buen Fin 2024 - El lounge,26/11/2024,Sin resultado,0,1.39179954,0,208.91,611,341.9148936,2,104.455,0.32733224,Clientes potenciales,11,242.3356,Tuesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Buen Fin 2024 - El lounge,26/11/2024,Sin resultado,0,1.23295455,0,31.79,217,146.4976959,2,15.895,0.92165899,Clientes potenciales,11,36.8764,Tuesday,Q1,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - PUE,Buen Fin 2024 - El lounge - Video #2,26/11/2024,Sin resultado,0,1.06666667,0,49.42,192,257.3958333,2,24.71,1.04166667,Clientes potenciales,11,57.3272,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - PUE,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Sin resultado,0,1.05405405,0,13.24,39,339.4871795,0,0,0,Clientes potenciales,11,15.3584,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - PUE,Buen Fin 2024 - El lounge,26/11/2024,Sin resultado,0,1.1875,0,5.22,38,137.3684211,0,0,0,Clientes potenciales,11,6.0552,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - MTY,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Sin resultado,0,1.34375,0,95.37,258,369.6511628,0,0,0,Clientes potenciales,11,110.6292,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - TIJ,Sept - Consultorio Tere,26/11/2024,Sin resultado,0,1.13114754,0,34.68,345,100.5217391,2,17.34,0.57971014,Clientes potenciales,11,40.2288,Tuesday,Q1,0,Interés sin conversión,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,10-nov-24,26/11/2024,Sin resultado,0,1,0,0.19,8,23.75,0,0,0,Clientes potenciales,11,0.2204,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
CONTENIDO - 2025,Descargables - 2025,Mindfulness en la Oficina #2,26/11/2024,Sin resultado,0,1.22727273,0,2.43,27,90,0,0,0,Clientes potenciales,11,2.8188,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
CONTENIDO - 2025,Boost ArtÃ­culos,25-nov-24,26/11/2024,Sin resultado,0,1,0,0.06,8,7.5,0,0,0,Clientes potenciales,11,0.0696,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - MTY,Buen Fin 2024 - Adaptalo a ti Office - Video,26/11/2024,Sin resultado,0,1,0,0.01,1,10,0,0,0,Clientes potenciales,11,0.0116,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - GDL,Buen Fin 2024 - Adaptalo a ti Office,26/11/2024,Clientes potenciales de Meta,2,1.5738255,120.29,240.58,938,256.4818763,3,80.19333333,0.31982942,Clientes potenciales,11,279.0728,Tuesday,Q3,0.213219616,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - PUE,Buen Fin 2024 - El lounge - Video,26/11/2024,Sin resultado,0,1.02316602,0,72.18,265,272.3773585,1,72.18,0.37735849,Clientes potenciales,11,83.7288,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,Buen Fin 2024 - Adaptalo a ti Office - Video,26/11/2024,Sin resultado,0,1,0,0.34,1,340,0,0,0,Clientes potenciales,11,0.3944,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Awareness - Inxignia & Corporativo Punto Cero,PUE - INXIGNIA,Video - Llegamos a puebla,26/11/2024,Alcance,75520,1.04135328,6.9,521.28,78643,6.62843483,35,14.89371429,0.04450491,Reconocimiento,11,604.6848,Tuesday,Q4,0.044504915,"Poca visibilidad, buen cierre",Awareness,FALSE
Lead Gen - Reels,Reels - PUE,"Feb - ""Cosas que no necesitas comprar...""",26/11/2024,Clientes potenciales de Meta,1,1.09836695,910.36,910.36,5717,159.2373623,26,35.01384615,0.45478398,Clientes potenciales,11,1056.0176,Tuesday,Q4,0.017491691,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - PUE,Buen Fin 2024 - Adaptalo a ti Office - Video #2,26/11/2024,Sin resultado,0,1.0420712,0,238.28,966,246.6666667,2,119.14,0.20703934,Clientes potenciales,11,276.4048,Tuesday,Q3,0,Campaña fallida,Conversiones,FALSE
CONTENIDO - 2025,Boost ArtÃ­culos,28-oct-24,26/11/2024,Clics en el enlace,220,1.02065988,0.49,107.58,13240,8.12537764,220,0.489,1.66163142,Clientes potenciales,11,124.7928,Tuesday,Q2,1.66163142,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Buen Fin 2024 - Adaptalo a ti Office - Video,26/11/2024,Sin resultado,0,1.06666667,0,56,96,583.3333333,0,0,0,Clientes potenciales,11,64.96,Tuesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Buen Fin 2024 - El lounge - Video,26/11/2024,Sin resultado,0,1,0,18.01,20,900.5,0,0,0,Clientes potenciales,11,20.8916,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - CDMX,Buen Fin 2024 - Adaptalo a ti Office - Video #2,26/11/2024,Sin resultado,0,1.11382114,0,238.33,822,289.9391728,1,238.33,0.1216545,Clientes potenciales,11,276.4628,Tuesday,Q3,0,Campaña fallida,Conversiones,FALSE
CONTENIDO - 2025,Descargables - 2025,Mindfulness en la Oficina,26/11/2024,Sin resultado,0,1.20588235,0,113.4,1107,102.4390244,5,22.68,0.45167118,Clientes potenciales,11,131.544,Tuesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,Buen Fin 2024 #1,26/11/2024,Clientes potenciales de Meta,1,1.14285714,9.02,9.02,24,375.8333333,1,9.02,4.16666667,Clientes potenciales,11,10.4632,Tuesday,Q1,4.166666667,Éxito Total,Conversiones,TRUE
Lead Gen - Reels,Reels - GDL,Buen Fin 2024 - El lounge - Video,26/11/2024,Sin resultado,0,1,0,0.27,1,270,0,0,0,Clientes potenciales,11,0.3132,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - QRO,Buen Fin 2024 - Adaptalo a ti Office - Video,26/11/2024,Sin resultado,0,1,0,0.33,1,330,0,0,0,Clientes potenciales,11,0.3828,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - QRO,Buen Fin 2024 - El lounge - Video #2,26/11/2024,Sin resultado,0,1,0,0.96,3,320,0,0,0,Clientes potenciales,11,1.1136,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - TIJ,Buen Fin 2024 #1,26/11/2024,Sin resultado,0,1.06666667,0,2.6,16,162.5,0,0,0,Clientes potenciales,11,3.016,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - TIJ,Buen Fin 2024 - El lounge - Video #2,26/11/2024,Sin resultado,0,1,0,0.11,1,110,0,0,0,Clientes potenciales,11,0.1276,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - PUE,Buen Fin 2024 - Adaptalo a ti Office - Video,26/11/2024,Sin resultado,0,1.07843137,0,17.84,55,324.3636364,0,0,0,Clientes potenciales,11,20.6944,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Reels,Reels - PUE,Buen Fin 2024 #1,26/11/2024,Sin resultado,0,1.07561437,0,147.87,569,259.8769772,0,0,0,Clientes potenciales,11,171.5292,Tuesday,Q3,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,Buen Fin 2024 - El lounge - Video #2,26/11/2024,Sin resultado,0,1,0,2.88,2,1440,0,0,0,Clientes potenciales,11,3.3408,Tuesday,Q1,0,Campaña fallida,Conversiones,TRUE
Lead Gen - Imagen,Lead Ads - TIJ,Cowork - Ago 2024,27/11/2024,Sin resultado,0,1.42454161,0,149.97,1010,148.4851485,0,0,0,Clientes potenciales,11,173.9652,Wednesday,Q3,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Cosas que no necesitas comprar...""",27/11/2024,Clientes potenciales de Meta,2,1.1043578,190.83,381.65,1926,198.1568017,12,31.80416667,0.62305296,Clientes potenciales,11,442.714,Wednesday,Q4,0.10384216,Éxito Total,Conversiones,FALSE
Awareness - COLD,COLD - Abierta,Cold #2 - 2024,27/11/2024,Alcance,19774,1.04703146,6.23,123.1,20704,5.94571097,7,17.58571429,0.03380989,Reconocimiento,11,142.796,Wednesday,Q2,0.033809892,"Poca visibilidad, buen cierre",Awareness,FALSE
Reconocimiento ThruPlay - 2024,PÃºblico con intereses - Horizontal 2024,Video Cold - 2024,27/11/2024,ThruPlay,5886,1.35128628,0.13,766.92,39290,19.5194706,112,6.8475,0.28505981,Reconocimiento,11,889.6272,Wednesday,Q4,0.285059812,Éxito Total,Awareness,FALSE
Lead Gen - Imagen,Lead Ads - QRO,Cowork - Ago 2024,27/11/2024,Sin resultado,0,1.40224719,0,136.03,624,217.9967949,5,27.206,0.80128205,Clientes potenciales,11,157.7948,Wednesday,Q3,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - TIJ,Adaptalo a ti - Ago 2024,27/11/2024,Sin resultado,0,1.46536412,0,75.01,825,90.92121212,2,37.505,0.24242424,Clientes potenciales,11,87.0116,Wednesday,Q2,0,Interés sin conversión,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - PUE,Cowork - Ago 2024,27/11/2024,Clientes potenciales de Meta,2,1.4200542,130.94,261.88,1572,166.5903308,12,21.82333333,0.76335878,Clientes potenciales,11,303.7808,Wednesday,Q3,0.127226463,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - PUE,Ago - Recorrido,27/11/2024,Sin resultado,0,1.15200722,0,319.3,2554,125.0195771,5,63.86,0.19577134,Clientes potenciales,11,370.388,Wednesday,Q4,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - PUE,Adaptalo a ti - Ago 2024,27/11/2024,Sin resultado,0,1.44827586,0,108.92,420,259.3333333,0,0,0,Clientes potenciales,11,126.3472,Wednesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Imagen,Lead Ads - CDMX,Cowork - Ago 2024,27/11/2024,Clientes potenciales de Meta,1,1.3374778,334.36,334.36,753,444.0371846,3,111.4533333,0.39840637,Clientes potenciales,11,387.8576,Wednesday,Q4,0.132802125,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Sept - Emprendedor,27/11/2024,Clientes potenciales de Meta,5,1.13390084,690.29,3451.45,28106,122.8011812,99,34.86313131,0.35223796,Clientes potenciales,11,4003.682,Wednesday,Q4,0.017789796,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - CDMX,Sept - Beneficios,27/11/2024,Sin resultado,0,1.13368984,0,125.87,424,296.8632076,0,0,0,Clientes potenciales,11,146.0092,Wednesday,Q2,0,Campaña fallida,Conversiones,FALSE
Lead Gen - Reels,Reels - MTY,Sept - Emprendedor,27/11/2024,Clientes potenciales de Meta,2,1.1530877,270.5,540.99,4444,121.7349235,15,36.066,0.33753375,Clientes potenciales,11,627.5484,Wednesday,Q4,0.0450045,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - GDL,"Feb - ""Cosas que no necesitas comprar...""",27/11/2024,Clientes potenciales de Meta,2,1.19851683,189.79,379.57,2101,180.6615897,8,47.44625,0.38077106,Clientes potenciales,11,440.3012,Wednesday,Q4,0.095192765,Éxito Total,Conversiones,FALSE
Lead Gen - Reels,Reels - QRO,"Feb - ""Una Oficina a la medida""",27/11/2024,Sin resultado,0,1.02303263,0,50.55,533,94.84052533,0,0,0,Clientes potenciales,11,58.638,Wednesday,Q2,0,Campaña fallida,Conversiones,FALSE
Awareness - HOT,HOT - Prospectos sin cerrar,Hot #1 - 2024,27/11/2024,Alcance,32460,1.02048675,6.12,198.58,33125,5.99486792,8,24.8225,0.02415094,Reconocimiento,11,230.3528,Wednesday,Q3,0.024150943,"Poca visibilidad, buen cierre",Awareness,FALSE
