day,campaign,campaign_type,ad_group,ad_name,ad_type,campaign_bid_strategy_type,ad_group_bid_strategy_type,ctr,avg_cpc,impr,cvr,clicks,cost__conv,conversions,cost,avg_cpm,mes,cost_con_iva,dia_semana,cuartil,quadrant,categoria_campana,outlier_flag
2023-03-31,Cowork MTY,Search,Cowork MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0747,150.66,241.0,0.0,18.0,0.0,0.0,2711.83,11252.41,3,3145.7227999999996,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Adaptalo a ti Office Nacional,Search,Oficinas por hora,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1042,47.51,48.0,0.0,5.0,0.0,0.0,237.57,4949.38,3,275.58119999999997,Friday,Q3,Éxito Total,Conversiones,False
2023-03-31,Adaptalo a ti Office Nacional,Search,Oficinas Virtuales,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1045,78.69,67.0,0.1429,7.0,550.81,1.0,550.81,8221.04,3,638.9395999999999,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.16670000000000001,30.89,18.0,0.0,3.0,0.0,0.0,92.67,5148.33,3,107.49719999999999,Friday,Q2,Éxito Total,Conversiones,False
2023-03-31,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Call-only ad,Maximize Conversions,Maximize Conversions,0.1392,34.03,79.0,0.0,11.0,0.0,0.0,374.31,4738.16,3,434.1996,Friday,Q3,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1489,187.66,47.0,0.0,7.0,0.0,0.0,1313.62,27949.36,3,1523.7991999999997,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1923,119.27,52.0,0.0,10.0,0.0,0.0,1192.66,22935.77,3,1383.4856,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.2667,280.19,15.0,0.0,4.0,0.0,0.0,1120.76,74717.33,3,1300.0816,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0833,106.08,12.0,0.0,1.0,0.0,0.0,106.08,8840.0,3,123.05279999999999,Friday,Q2,Éxito Total,Conversiones,True
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1429,58.75,21.0,0.0,3.0,0.0,0.0,176.24,8392.38,3,204.4384,Friday,Q3,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.10339999999999999,156.43,29.0,0.0,3.0,0.0,0.0,469.29,16182.41,3,544.3764,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Oficinas TIJ,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1,76.23,10.0,0.0,1.0,0.0,0.0,76.23,7623.0,3,88.4268,Friday,Q2,Éxito Total,Conversiones,True
2023-03-31,Oficinas All-Inclusive - Nacional,Search,Renta de Oficinas,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1,96.45,160.0,0.125,16.0,771.62,2.0,1543.23,9645.19,3,1790.1468,Friday,Q4,Éxito Total,Conversiones,False
2023-03-31,YT - Awareness - COLD,Video,COLD - Affinity,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0048,4.67,7134.0,0.0,34.0,0.0,0.0,158.74,22.25,3,184.1384,Friday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - COLD,Video,COLD - Affinity,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0014000000000000002,18.55,23108.0,0.0,32.0,0.0,0.0,593.44,25.68,3,688.3904,Friday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0031,7.85,1307.0,0.0,4.0,0.0,0.0,31.4,24.02,3,36.42399999999999,Friday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0033,7.65,607.0,0.0,2.0,0.0,0.0,15.29,25.2,3,17.736399999999996,Friday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #4 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.0064,2.82,2970.0,0.0,19.0,0.0,0.0,53.52,18.02,3,62.0832,Friday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-03-31,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #1 (15s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.0,0.0,179.0,0.0,0.0,0.0,0.0,11.79,65.85,3,13.676399999999997,Friday,Q1,"Poca visibilidad, buen cierre",Conversiones,False
2023-03-31,YT - Awareness - HOT,Video,Visitantes,Hot #2 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.009399999999999999,2.5,12199.0,0.0,115.0,0.0,0.0,287.57,23.57,3,333.58119999999997,Friday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-03-31,YT - Awareness - HOT,Video,Visitantes,Hot #1 (15s) ( Horizontal),Responsive video ad,Target CPA,Target CPA,0.0128,5.06,3039.0,0.0,39.0,0.0,0.0,197.52,64.99,3,229.1232,Friday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-03-31,YT - Awareness - WARM,Video,WARM - In market,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0006,37.71,3197.0,0.0,2.0,0.0,0.0,75.42,23.59,3,87.4872,Friday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - WARM,Video,WARM - In market,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.0027,9.26,27879.0,0.0,75.0,0.0,0.0,694.18,24.9,3,805.2487999999998,Friday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - WARM,Video,WARM - Similares,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0,0.0,204.0,0.0,0.0,0.0,0.0,5.02,24.63,3,5.823199999999999,Friday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-03-31,YT - Awareness - WARM,Video,WARM - Similares,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.001,24.08,956.0,0.0,1.0,0.0,0.0,24.08,25.19,3,27.932799999999997,Friday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,CampaÃ±a local - Nacional,Local,Estandar,--,Local ad,Maximize Conversion Value,Maximize Conversion Value,0.0021,2.5,12869.0,2.5185,27.0,0.99,68.0,67.61,5.25,4,78.4276,Saturday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,Competencia - Nacional,Search,WeWork,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1905,65.94,42.0,0.0,8.0,0.0,0.0,527.52,12560.0,4,611.9232,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Cowork - 2024 - CDMX,Search,Cowork CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0658,58.93,441.0,0.0,29.0,0.0,0.0,1708.95,3875.17,4,1982.3819999999998,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Cowork - 2024 - GDL,Search,Cowork GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0889,31.76,90.0,0.0,8.0,0.0,0.0,254.08,2823.11,4,294.7328,Saturday,Q3,Éxito Total,Conversiones,False
2023-04-01,Cowork - 2024 - QRO,Search,Cowork QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0645,60.99,62.0,0.25,4.0,243.96,1.0,243.96,3934.84,4,282.9936,Saturday,Q3,Éxito Total,Conversiones,False
2023-04-01,Cowork - 2024 - TIJ,Search,Cowork TIJ,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1167,35.0,60.0,0.0,7.0,0.0,0.0,244.98,4083.0,4,284.17679999999996,Saturday,Q3,Éxito Total,Conversiones,False
2023-04-01,Cowork MTY,Search,Cowork MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.11900000000000001,43.31,84.0,0.0,10.0,0.0,0.0,433.07,5155.6,4,502.36119999999994,Saturday,Q3,Éxito Total,Conversiones,False
2023-04-01,Adaptalo a ti Office Nacional,Search,Oficinas por hora,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.15789999999999998,184.88,19.0,0.0,3.0,0.0,0.0,554.65,29192.11,4,643.3939999999999,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Adaptalo a ti Office Nacional,Search,Oficinas Virtuales,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1765,43.88,34.0,0.0,6.0,0.0,0.0,263.29,7743.82,4,305.4164,Saturday,Q3,Éxito Total,Conversiones,False
2023-04-01,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.5714,19.26,14.0,0.0,8.0,0.0,0.0,154.09,11006.43,4,178.74439999999998,Saturday,Q2,Éxito Total,Conversiones,False
2023-04-01,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Call-only ad,Maximize Conversions,Maximize Conversions,0.060599999999999994,41.65,33.0,0.0,2.0,0.0,0.0,83.31,2524.46,4,96.6396,Saturday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1481,188.09,27.0,0.0,4.0,0.0,0.0,752.36,27865.19,4,872.7375999999999,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.2143,426.8,14.0,0.0,3.0,0.0,0.0,1280.4,91457.14,4,1485.264,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.125,215.58,8.0,0.0,1.0,0.0,0.0,215.58,26947.5,4,250.0728,Saturday,Q3,Éxito Total,Conversiones,True
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.3333,162.39,6.0,0.0,2.0,0.0,0.0,324.77,54128.33,4,376.73319999999995,Saturday,Q3,Éxito Total,Conversiones,True
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1429,46.32,7.0,0.0,1.0,0.0,0.0,46.32,6617.14,4,53.731199999999994,Saturday,Q1,Éxito Total,Conversiones,True
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0667,412.82,30.0,0.0,2.0,0.0,0.0,825.64,27521.33,4,957.7423999999999,Saturday,Q4,Éxito Total,Conversiones,False
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Oficinas TIJ,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.25,32.06,8.0,0.0,2.0,0.0,0.0,64.12,8015.0,4,74.3792,Saturday,Q2,Éxito Total,Conversiones,True
2023-04-01,Oficinas All-Inclusive - Nacional,Search,Renta de Oficinas,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0263,150.27,76.0,0.0,2.0,0.0,0.0,300.54,3954.47,4,348.6264,Saturday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,YT - Awareness - COLD,Video,COLD - Affinity,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0029,7.22,6612.0,0.0,19.0,0.0,0.0,137.14,20.74,4,159.08239999999998,Saturday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - COLD,Video,COLD - Affinity,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0008,28.96,28866.0,0.0,22.0,0.0,0.0,637.09,22.07,4,739.0244,Saturday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0007000000000000001,32.86,1521.0,0.0,1.0,0.0,0.0,32.86,21.6,4,38.117599999999996,Saturday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0040999999999999995,5.52,724.0,0.0,3.0,0.0,0.0,16.55,22.86,4,19.198,Saturday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #4 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.009399999999999999,2.57,3616.0,0.0,34.0,0.0,0.0,87.36,24.16,4,101.3376,Saturday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #1 (15s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.024300000000000002,5.02,206.0,0.0,5.0,0.0,0.0,25.12,121.92,4,29.1392,Saturday,Q1,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,YT - Awareness - HOT,Video,Visitantes,Hot #2 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.0131,1.28,19936.0,0.0,261.0,0.0,0.0,333.07,16.71,4,386.36119999999994,Saturday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,YT - Awareness - HOT,Video,Visitantes,Hot #1 (15s) ( Horizontal),Responsive video ad,Target CPA,Target CPA,0.0113,4.24,2484.0,0.0,28.0,0.0,0.0,118.61,47.75,4,137.58759999999998,Saturday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-01,YT - Awareness - WARM,Video,WARM - In market,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0006,36.74,5142.0,0.0,3.0,0.0,0.0,110.21,21.43,4,127.84359999999998,Saturday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - WARM,Video,WARM - In market,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.0017000000000000001,12.15,32292.0,0.0,56.0,0.0,0.0,680.26,21.07,4,789.1016,Saturday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - WARM,Video,WARM - Similares,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0,0.0,355.0,0.0,0.0,0.0,0.0,7.49,21.1,4,8.6884,Saturday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-01,YT - Awareness - WARM,Video,WARM - Similares,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.0023,8.96,1300.0,0.0,3.0,0.0,0.0,26.89,20.68,4,31.1924,Saturday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,CampaÃ±a local - Nacional,Local,Estandar,--,Local ad,Maximize Conversion Value,Maximize Conversion Value,0.0101,0.63,11250.0,0.5614,114.0,1.12,64.0,71.4,6.35,4,82.824,Sunday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,Competencia - Nacional,Search,WeWork,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0588,118.72,68.0,0.0,4.0,0.0,0.0,474.88,6983.53,4,550.8607999999999,Sunday,Q4,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,Cowork - 2024 - CDMX,Search,Cowork CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.08560000000000001,60.04,397.0,0.0,34.0,0.0,0.0,2041.46,5142.22,4,2368.0935999999997,Sunday,Q4,Éxito Total,Conversiones,False
2023-04-02,Cowork - 2024 - GDL,Search,Cowork GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.07139999999999999,57.07,84.0,0.16670000000000001,6.0,342.4,1.0,342.4,4076.19,4,397.18399999999997,Sunday,Q3,Éxito Total,Conversiones,False
2023-04-02,Cowork - 2024 - QRO,Search,Cowork QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0909,34.9,66.0,0.0,6.0,0.0,0.0,209.4,3172.73,4,242.904,Sunday,Q3,Éxito Total,Conversiones,False
2023-04-02,Cowork - 2024 - TIJ,Search,Cowork TIJ,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1081,225.07,37.0,0.0,4.0,0.0,0.0,900.28,24331.89,4,1044.3247999999999,Sunday,Q4,Éxito Total,Conversiones,False
2023-04-02,Cowork MTY,Search,Cowork MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.14,87.93,100.0,0.07139999999999999,14.0,1231.03,1.0,1231.03,12310.3,4,1427.9948,Sunday,Q4,Éxito Total,Conversiones,False
2023-04-02,Adaptalo a ti Office Nacional,Search,Oficinas por hora,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.125,63.5,32.0,0.0,4.0,0.0,0.0,253.99,7937.19,4,294.6284,Sunday,Q3,Éxito Total,Conversiones,False
2023-04-02,Adaptalo a ti Office Nacional,Search,Oficinas Virtuales,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.15380000000000002,51.17,26.0,0.0,4.0,0.0,0.0,204.66,7871.54,4,237.4056,Sunday,Q3,Éxito Total,Conversiones,False
2023-04-02,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Call-only ad,Maximize Conversions,Maximize Conversions,0.10710000000000001,16.27,28.0,0.0,3.0,0.0,0.0,48.82,1743.57,4,56.6312,Sunday,Q2,Éxito Total,Conversiones,False
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1852,95.23,27.0,0.0,5.0,0.0,0.0,476.13,17634.44,4,552.3108,Sunday,Q4,Éxito Total,Conversiones,False
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.2667,132.3,15.0,0.0,4.0,0.0,0.0,529.18,35278.67,4,613.8487999999999,Sunday,Q4,Éxito Total,Conversiones,False
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0588,217.96,17.0,0.0,1.0,0.0,0.0,217.96,12821.18,4,252.8336,Sunday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.11109999999999999,247.35,9.0,0.0,1.0,0.0,0.0,247.35,27483.33,4,286.926,Sunday,Q3,Éxito Total,Conversiones,True
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.25,84.6,4.0,0.0,1.0,0.0,0.0,84.6,21150.0,4,98.13599999999998,Sunday,Q2,Éxito Total,Conversiones,True
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0833,148.83,12.0,0.0,1.0,0.0,0.0,148.83,12402.5,4,172.6428,Sunday,Q2,Éxito Total,Conversiones,True
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Oficinas QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.12,73.81,25.0,0.0,3.0,0.0,0.0,221.43,8857.2,4,256.8588,Sunday,Q3,Éxito Total,Conversiones,False
2023-04-02,Oficinas All-Inclusive - Nacional,Search,Renta de Oficinas,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.056299999999999996,65.67,71.0,0.0,4.0,0.0,0.0,262.69,3699.86,4,304.7204,Sunday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,YT - Awareness - COLD,Video,COLD - Affinity,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0037,5.15,5925.0,0.0,22.0,0.0,0.0,113.4,19.14,4,131.544,Sunday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - COLD,Video,COLD - Affinity,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0008,26.44,30505.0,0.0,24.0,0.0,0.0,634.53,20.8,4,736.0547999999999,Sunday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #1,Skippable in-stream ad,Target CPM,Target CPM,0.0005,42.06,1939.0,0.0,1.0,0.0,0.0,42.06,21.69,4,48.7896,Sunday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - COLD,Video,COLD - DemogrÃ¡ficos,Cold #2,Skippable in-stream ad,Target CPM,Target CPM,0.0053,4.34,753.0,0.0,4.0,0.0,0.0,17.37,23.07,4,20.1492,Sunday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #4 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.0116,1.94,5497.0,0.0,64.0,0.0,0.0,124.24,22.6,4,144.11839999999998,Sunday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,YT - Awareness - HOT,Video,Prospectos sin cerrar,Hot #1 (15s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.0163,10.43,246.0,0.0,4.0,0.0,0.0,41.73,169.64,4,48.40679999999999,Sunday,Q1,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,YT - Awareness - HOT,Video,Visitantes,Hot #2 (30s) (Horizontal),Responsive video ad,Target CPA,Target CPA,0.011000000000000001,1.46,17502.0,0.0,193.0,0.0,0.0,282.74,16.15,4,327.97839999999997,Sunday,Q3,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,YT - Awareness - HOT,Video,Visitantes,Hot #1 (15s) ( Horizontal),Responsive video ad,Target CPA,Target CPA,0.0123,4.65,1793.0,0.0,22.0,0.0,0.0,102.22,57.01,4,118.5752,Sunday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-02,YT - Awareness - WARM,Video,WARM - In market,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0015,12.54,5823.0,0.0,9.0,0.0,0.0,112.85,19.38,4,130.90599999999998,Sunday,Q2,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - WARM,Video,WARM - In market,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.0018,11.09,32770.0,0.0,58.0,0.0,0.0,643.48,19.64,4,746.4368,Sunday,Q4,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - WARM,Video,WARM - Similares,Warm #2,Skippable in-stream ad,Target CPM,Target CPM,0.0,0.0,428.0,0.0,0.0,0.0,0.0,8.33,19.45,4,9.662799999999999,Sunday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-02,YT - Awareness - WARM,Video,WARM - Similares,Warm #1,Skippable in-stream ad,Target CPM,Target CPM,0.0014000000000000002,15.44,1471.0,0.0,2.0,0.0,0.0,30.89,21.0,4,35.8324,Sunday,Q1,"Poca visibilidad, buen cierre",Awareness,False
2023-04-03,CampaÃ±a local - Nacional,Local,Estandar,--,Local ad,Maximize Conversion Value,Maximize Conversion Value,0.0046,1.57,9347.0,1.9767,43.0,0.8,85.0,67.72,7.24,4,78.5552,Monday,Q2,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-03,Competencia - Nacional,Search,IOS Offices,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.11109999999999999,165.68,9.0,0.0,1.0,0.0,0.0,165.68,18408.89,4,192.1888,Monday,Q3,Éxito Total,Conversiones,True
2023-04-03,Competencia - Nacional,Search,WeWork,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0395,162.45,76.0,0.0,3.0,0.0,0.0,487.35,6412.5,4,565.326,Monday,Q4,"Poca visibilidad, buen cierre",Conversiones,False
2023-04-03,Cowork - 2024 - CDMX,Search,Cowork CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.08380000000000001,93.51,943.0,0.0253,79.0,3693.47,2.0,7386.93,7833.44,4,8568.8388,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Cowork - 2024 - GDL,Search,Cowork GDL,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0784,84.6,204.0,0.0625,16.0,1353.52,1.0,1353.52,6634.9,4,1570.0831999999998,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Cowork - 2024 - QRO,Search,Cowork QRO,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0735,126.61,136.0,0.1,10.0,1266.14,1.0,1266.14,9309.85,4,1468.7224,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Cowork - 2024 - TIJ,Search,Cowork TIJ,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.098,100.03,51.0,0.2,5.0,500.17,1.0,500.17,9807.25,4,580.1972,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Cowork MTY,Search,Cowork MTY,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.0981,102.08,316.0,0.0645,31.0,1582.2,2.0,3164.39,10013.89,4,3670.6923999999995,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Adaptalo a ti Office Nacional,Search,Oficinas por hora,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1613,165.37,31.0,0.0,5.0,0.0,0.0,826.83,26671.94,4,959.1228,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Adaptalo a ti Office Nacional,Search,Oficinas Virtuales,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.1481,134.87,27.0,0.0,4.0,0.0,0.0,539.47,19980.37,4,625.7852,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.2353,103.5,17.0,0.0,4.0,0.0,0.0,414.01,24353.53,4,480.25159999999994,Monday,Q3,Éxito Total,Conversiones,False
2023-04-03,Marca - OFIFLEX BC - Nacional,Search,OFIFLEX BC,--,Call-only ad,Maximize Conversions,Maximize Conversions,0.10679999999999999,40.45,103.0,0.0,11.0,0.0,0.0,444.98,4320.18,4,516.1768,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.18600000000000003,166.86,43.0,0.0,8.0,0.0,0.0,1334.9,31044.19,4,1548.484,Monday,Q4,Éxito Total,Conversiones,False
2023-04-03,Oficinas All-Inclusive - Nacional,Search,Oficinas CDMX,--,Responsive search ad,Maximize Conversions,Maximize Conversions,0.28,252.05,25.0,0.0,7.0,0.0,0.0,1764.36,70574.4,4,2046.6575999999998,Monday,Q4,Éxito Total,Conversiones,False
